loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_dist,sy_disterr1,sy_disterr2
59,BD+15 2940 b,BD+15 2940,1,1,0,0,Radial Velocity,137.48,0.34,-0.34,0,0.539,,,0,1.26,,,0,13.7,,,0,352.78,,,0,0.754,,,0,0.26,0.1,-0.1,0,,,,,,,,,,,,,,,,,14.7,2.8,-2.8,0,1.1,0.2,-0.2,0,2.8,0.45,-0.45,0,,,,,2.3,0.8,-0.8,0,,,,,36.71,0.16,-0.16,0,426.42,6.44,-6.44
60,BD+20 2457 b,BD+20 2457,1,2,0,0,Radial Velocity,379.63,2.01,-2.01,0,1.45,,,0,0.942,,,0,12.1,,,0,6807.63,,,0,21.1,,,0,0.15,0.03,-0.03,0,,,,,,,,,,,,,,,,,49,26,-26,0,2.8,1.5,-1.5,0,1.51,0.05,-0.05,0,,,,,2.5,,,1,,,,,145.77,0.19,-0.19,0,1539.71,189.925,-189.925
61,BD+20 2457 c,BD+20 2457,1,2,0,0,Radial Velocity,621.99,10.2,-10.2,0,2.01,,,0,1.31,,,0,12.4,,,0,3963.17,,,0,11.4,,,0,0.18,0.06,-0.06,0,,,,,,,,,,,,,,,,,49,26,-26,0,2.8,1.5,-1.5,0,1.51,0.05,-0.05,0,,,,,2.5,,,1,,,,,145.77,0.19,-0.19,0,1539.71,189.925,-189.925
62,BD+20 274 b,BD+20 274,1,1,0,0,Radial Velocity,578.2,5.4,-5.4,0,1.3,,,0,0.983,,,0,13,,,0,1334.886,,,0,3.34,,,0,0.21,0.06,-0.06,0,,,,,,,,,,,,,,,,,17.3,0.9,-0.9,0,0.8,0.2,-0.2,0,1.99,0.05,-0.05,0,,,,,2,1.5,-1.5,0,,,,,8.39,0.38,-0.38,0,1322.51,80.535,-80.535
63,BD+20 594 b,BD+20 594,1,1,0,0,Transit,41.6855,0.003,-0.003,0,0.241,0.019,-0.017,0,1.34,,,0,2.578,0.112,-0.112,0,22.2481,9.5349,-9.5349,0,7.89,3.4,-3.1,0,0,,,0,2457068.529,0.002801,-0.002798,0,,,,,0.02204,0.00058,-0.00057,0,,,,,1.08,0.06,-0.06,0,1.67,0.4,-0.4,0,4.5,0.08,-0.08,0,1.89,0.34,-0.34,0,3.3,0.31,-0.31,0,,,,,-20.34,0,0,0,179.461,1.257,-1.24
64,BD+45 564 b,BD+45 564,1,1,0,0,Radial Velocity,307.88,1.47,-1.47,0,0.83,0.04,-0.04,0,15.5,,,0,13.6,,,0,432.24663,38.13941,-38.13941,0,0.944,,,0,0.12,0.06,-0.06,0,,,,,,,,,,,,,,,,,0.81,0.04,-0.04,0,0.81,0.07,-0.07,0,4.22,0.13,-0.13,0,2.22951,0.59305,-0.42147,0,2,1,-1,0,,,,,-6.82,0,0,0,53.622,0.1919,-0.1905
65,BD+48 738 b,BD+48 738,1,1,0,0,Radial Velocity,392.6,5.5,-5.5,0,1,,,0,1.15,,,0,13.9,,,0,289.2253,,,0,0.592,,,0,0.2,0.1,-0.1,0,,,,,,,,,,,,,,,,,11,1,-1,0,0.74,0.39,-0.39,0,2.24,0.06,-0.06,0,,,,,1,,,1,,,,,-5.81,0.26,-0.26,0,871.493,43.849,-43.849
66,BD+48 740 b,BD+48 740,1,1,0,0,Radial Velocity,733,5,-8,0,1.7,0.1,-0.1,0,2.55,,,0,13.5,,,0,540.311,222.481,-222.481,0,1.21,,,0,0.76,0.05,-0.09,0,,,,,,,,,,,,,,,,,10.33,1.81,-1.81,0,1.09,0.16,-0.16,0,2.48,0.04,-0.04,0,,,,,0.7,2.2,-2.2,0,746,2477,-2477,0,-45.93,0,0,0,666.589,21.5335,-21.5335
67,BD+49 828 b,BD+49 828,1,1,0,0,Radial Velocity,2590,300,-180,0,4.2,0.32,-0.2,0,9.5,,,0,13.5,,,0,508.5,127.1,-63.6,0,1.14,,,0,0.35,0.24,-0.1,0,,,,,,,,,,,,,,,,,7.6,1.3,-1.3,0,1.52,0.22,-0.22,0,2.85,0.09,-0.09,0,,,,,1.7,0.8,-0.8,0,,,,,3.61,0.26,-0.26,0,442.042,7.654,-7.654
68,BD+55 362 b,BD+55 362,1,1,0,0,Radial Velocity,265.59,1.04,-1.04,0,0.78,0.05,-0.05,0,14.8,,,0,14,,,0,228.83645,25.42627,-25.42627,0,0.458,,,0,0.27,0.06,-0.06,0,,,,,,,,,,,,,,,,,0.9,0.06,-0.04,0,0.91,0.1,-0.1,0,4.09,0.16,-0.16,0,1.66486,0.43393,-0.38381,0,2,1,-1,0,,,,,-25.65,0,0,0,52.5697,0.0974,-0.0971
69,BD+60 1417 b,BD+60 1417,1,1,0,0,Imaging,,,,,1662,,,0,37000,,,0,14.684,0.673,-0.673,0,4767.4261,1589.14204,-1589.14204,0,8.27,,,0,,,,,,,,,,,,,,,,,,,,,0.8,0.05,-0.05,0,1,,,0,4.55,,,0,2.30875,0.71384,-0.44881,0,11,3,-3,0,7.5,0.86,-0.86,0,-10.15,0.24,-0.24,0,44.9543,0.0593,-0.0592
70,BD+63 1405 b,BD+63 1405,1,1,0,0,Radial Velocity,1198.48,60.79,-60.79,0,2.06,0.14,-0.14,0,54.1,,,0,12.4,,,0,3305.41543,413.17693,-349.61125,0,9.53,,,0,0.88,0.02,-0.02,0,,,,,,,,,,,,,,,,,0.8,0.04,-0.06,0,0.82,0.08,-0.08,0,4.2,0.17,-0.17,0,2.29955,0.67773,-0.48089,0,2.1,1,-1,0,,,,,-15.33,0.01,-0.01,0,38.0473,0.0329,-0.0329
71,BD-00 4475 b,BD-00 4475,1,1,0,0,Radial Velocity,723.2,0.74,-0.74,0,1.48,0.11,-0.11,0,34.7,,,0,12,,,0,7961.6016,708.75735,-708.75735,0,25.3,,,0,0.39,0.01,-0.01,0,,,,,,,,,,,,,,,,,0.84,0.04,-0.04,0,0.81,0.1,-0.1,0,4.25,0.22,-0.22,0,2.0533,0.59545,-0.31955,0,3,1,-1,0,,,,,23.58,0.03,-0.03,0,42.6402,0.1816,-0.1801
72,BD-06 1339 b,BD-06 1339,1,2,0,0,Radial Velocity,3.8728,0.0004,-0.0004,0,0.0428,0.0007,-0.0007,0,2.11,,,0,2.85,,,0,8.5,1.3,-1.3,0,2.02,,,0,0,,,0,,,,,,,,,,,,,,,,,0.69,0.06,-0.07,0,0.7,,,0,4.74,0.02,-0.02,0,2.747,0.86927,-0.99357,0,0.57,,,0,,,,,23.62,0,0,0,20.2695,0.022,-0.0218
73,BD-06 1339 c,BD-06 1339,1,2,0,0,Radial Velocity,125.94,0.44,-0.44,0,0.435,0.007,-0.007,0,21.5,,,0,8.38,,,0,53,8,-8,0,0.495,,,0,0.31,0.11,-0.11,0,,,,,,,,,,,,,,,,,0.69,0.06,-0.07,0,0.7,,,0,4.74,0.02,-0.02,0,2.747,0.86927,-0.99357,0,0.57,,,0,,,,,23.62,0,0,0,20.2695,0.022,-0.0218
74,BD-08 2823 b,BD-08 2823,1,2,0,0,Radial Velocity,5.6,0.02,-0.02,0,0.06,0,0,0,1.45,,,0,3.61,,,0,12.7132,3.1783,-3.1783,0,1.48,,,0,0.15,0.15,-0.15,0,,,,,,,,,,,,,,,,,0.71,0.04,-0.04,0,0.5,0.26,-0.26,0,4.43,0.22,-0.22,0,3.31801,0.92192,-0.70688,0,1.4,,,0,,,,,53.34,0,0,0,41.3342,0.0685,-0.0682
75,BD-08 2823 c,BD-08 2823,1,2,0,0,Radial Velocity,237.6,1.5,-1.5,0,0.68,0.02,-0.02,0,16.5,,,0,12.5,,,0,104,10,-10,0,0.293,,,0,0.19,0.09,-0.09,0,,,,,,,,,,,,,,,,,0.72,0.02,-0.02,0,0.74,0.07,-0.07,0,4.13,0.26,-0.26,0,3.31801,0.92192,-0.70688,0,1.4,,,0,,,,,53.34,0,0,0,41.3342,0.0685,-0.0682
76,BD-10 3166 b,BD-10 3166,1,1,0,0,Radial Velocity,3.48777,0.00011,-0.00011,0,0.04,0,0,0,0.474,,,0,14.1,,,0,187.5197,22.2481,-22.2481,0,0.368,,,0,0.02,0.02,-0.02,0,2451705.963,0.031,-0.026,0,,,,,,,,,,,,,0.91,0.04,-0.04,0,1.47,0.24,-0.24,0,4.69,0.06,-0.06,0,1.53276,0.29032,-0.33319,0,0.92,,,0,,,,,26.4,2,-2,0,84.4069,0.3537,-0.3508
77,BD-11 4672 b,BD-11 4672,1,2,0,0,Radial Velocity,1634,13,-14,0,2.36,0.04,-0.04,0,86.9,,,0,14.1,,,0,206.5895,15.8915,-19.0698,0,0.405,,,0,0.05,0.05,-0.03,0,,,,,,,,,,,,,,,,,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,4.64,0.03,-0.03,0,3.53,0.34,-0.28,0,1,0.5,-0.5,0,25,,,0,-87.3,0.68,-0.68,0,27.1665,0.0346,-0.0346
78,BD-11 4672 c,BD-11 4672,1,2,0,0,Radial Velocity,74.2,0.06,-0.08,0,0.3,0.01,-0.01,0,11,,,0,4.04,,,0,15.37,2.97,-2.81,0,1.28,,,0,0.4,0.13,-0.15,0,,,,,,,,,,,,,,,,,0.64,0.02,-0.02,0,0.65,0.03,-0.03,0,4.64,0.03,-0.03,0,3.53,0.34,-0.28,0,1,0.5,-0.5,0,25,,,0,-87.3,0.68,-0.68,0,27.1665,0.0346,-0.0346
79,BD-13 2130 b,BD-13 2130,1,1,0,0,Radial Velocity,714.29999,5.3,-5.3,0,1.66,0.12,-0.12,0,1.79,,,0,12.5,,,0,3108.3774,1449.3048,-1449.3048,0,8.75,,,0,0.21,0.07,-0.07,0,,,,,,,,,,,,,,,,,19.17,4.96,-4.96,0,2.12,1.47,-1.47,0,2.2,0.2,-0.2,0,,,,,,,,,,,,,18.31,0.01,-0.01,0,925.214,41.211,-41.211
80,BD-14 3065 b,BD-14 3065 A,3,1,0,0,Transit,4.2889731,0.0000052,-0.0000052,0,0.0656,0.0026,-0.0026,0,0.111,,,0,21.59,1.05,-1.05,0,3932,290,-280,0,2.15,0.53,-0.48,0,0.066,0.0098,-0.011,0,2459313.486,0.00076,-0.00076,0,3.086,0.041,-0.041,0,0.0843,0.0023,-0.0022,0,,,,,2.35,0.08,-0.08,0,1.41,0.05,-0.05,0,3.85,0.03,-0.03,0,0.223,0.013,-0.014,0,22,3,-3,0,4.3,0.2,-0.2,0,,,,,589.423,16.599,-15.729
81,BD-17 63 b,BD-17 63,1,1,0,0,Radial Velocity,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,38.9,,,0,12.8,,,0,1620.9,38.14,-38.14,0,4.25,,,0,0.54,0.005,-0.005,0,,,,,,,,,,,,,,,,,0.69,,,0,0.74,0.03,-0.03,0,4.26,0.24,-0.24,0,2.75844,0.63487,-0.88418,0,1.5,,,0,,,,,3.4,0.78,-0.78,0,34.4603,0.0929,-0.0924
82,BD-210397 b,BD-210397,1,2,0,0,Radial Velocity,1891,56,-48,0,2.63,0.06,-0.05,0,111,,,0,14,,,0,214,31,-32,0,0.429,,,0,0.1,0.1,-0.1,0,,,,,,,,,,,,,,,,,0.75,0.09,-0.09,0,0.68,0.02,-0.02,0,4.67,0.06,-0.06,0,2.23897,0.71357,-0.81088,0,1,,,1,,,,,,,,,23.7324,0.0228,-0.0227
83,BD-210397 c,BD-210397,1,2,0,0,Radial Velocity,6240,151,-156,0,5.9,0.1,-0.1,0,249,,,0,12.9,,,0,1525.57635,190.69704,-190.69704,0,3.91,,,0,0.43,0.05,-0.05,0,,,,,,,,,,,,,,,,,0.75,0.09,-0.09,0,0.69,0.01,-0.01,0,4.67,0.06,-0.06,0,2.23897,0.71357,-0.81088,0,3.2,,,0,,,,,,,,,23.7324,0.0228,-0.0227
84,CD Cet b,CD Cet,1,1,0,0,Radial Velocity,2.2907,0.00012,-0.00012,0,0.0185,0.0013,-0.0013,0,2.15,,,0,1.82,,,0,3.95,0.42,-0.43,0,3.6,,,0,,,,,,,,,,,,,,,,,,,,,0.17,0.01,-0.01,0,0.16,0.01,-0.01,0,4.93,0.04,-0.04,0,30.35878,0.89436,-0.89436,0,2,,,1,126.2,,,0,,,,,8.60715,0.00658,-0.00658
85,CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,0,Imaging,10037.5,2737.5,-2737.5,0,2.6,0.3,-0.3,0,113,,,0,12.4,,,0,3337.1,1430.2,-1430.2,0,9.62,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.02,0.01,-0.01,0,4.72,0.28,-0.28,0,,,,,,,,,,,,,,,,,23.1,2.4,-2.4
86,CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,0,0,Imaging,8040000,470000,-470000,0,200,6,-6,0,,,,,20.849,0.56,-0.56,0,2479.06157,222.47988,-254.26273,0,1.5,,,0,,,,,,,,,,,,,,,,,,,,,0.24,0.01,-0.01,0,0.01,0,0,0,3.85,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,
87,CHXR 73 b,CHXR 73,1,1,0,0,Imaging,,,,,210,,,0,1100,,,0,12.3,,,0,3994.486,2662.991,-1664.369,0,11.8,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0.35,,,0,,,,,,,,,,,,,,,,,,,,,190.374,6.647,-6.22
88,CI Tau c,CI Tau,1,1,0,0,Radial Velocity,25.2,1.7,-1.8,0,0.17,0.08,-0.08,0,1.08,,,0,13,,,0,1144.18227,95.34852,-95.34852,0,2.86,,,0,0.58,0.05,-0.06,0,,,,,,,,,,,,,,,,,1.88,0.09,-0.42,0,0.9,0.02,-0.02,0,,,,,,,,,,,,,,,,,18,3.7,-4.4,0,157.998,1.198,-1.18
89,COCONUTS-2 b,COCONUTS-2 A,1,1,0,0,Imaging,402000000.00000000,470000000.00000000,-100000000,0,7506,5205,-2060,0,689000,,,0,12.442,0.336,-0.336,0,2002.31896,476.74261,-603.87397,0,5.71,,,0,,,,,,,,,,,,,,,,,,,,,0.39,0.01,-0.01,0,0.37,0.02,-0.02,0,4.83,0.03,-0.03,0,9.13895,0.32209,-0.32209,0,,,,,2.83,0.28,-0.28,0,,,,,10.8864,0.0041,-0.0042
90,CT Cha b,CT Cha,1,1,0,0,Imaging,,,,,440,,,0,2310,,,0,24.66,9.08,-6.73,0,5403,1907,-1907,0,1.98,,,0,,,,,,,,,,,,,,,,,,,,,1.68,0.1,-0.16,0,,,,,3.66,0.01,-0.01,0,,,,,13.97,0.1,-0.15,0,,,,,,,,,190.72,0.778,-0.771
91,CoRoT-1 b,CoRoT-1,1,1,0,0,Transit,1.5089557,0.0000064,-0.0000064,0,0.02752,0.00022,-0.00023,0,0.0349,,,0,16.7,0.9,-0.9,0,327.35,38.14,-38.14,0,0.38,0.05,-0.05,0,0,,,0,2454159.453,0.0001,-0.0001,0,2.373,0.245,-0.245,0,0.1388,0.0021,-0.0021,0,,,,,1.11,0.05,-0.05,0,0.95,0.15,-0.15,0,4.25,0.3,-0.3,0,0.93,0.027,-0.027,0,5.2,1,-1,0,,,,,23.35,0.01,-0.01,0,787.909,23.491,-23.491
92,CoRoT-10 b,CoRoT-10,1,1,0,0,Transit,13.2406,0.0002,-0.0002,0,0.1055,0.0021,-0.0021,0,0.312,,,0,10.87,0.78,-0.78,0,874,50.85,-50.85,0,3.7,0.83,-0.83,0,0.53,0.04,-0.04,0,2454273.344,0.0012,-0.0012,0,2.98,0.06,-0.06,0,0.1269,0.0038,-0.0038,0,,,,,0.79,0.05,-0.05,0,0.89,0.05,-0.05,0,4.65,0.1,-0.1,0,3.32,0.7,-0.7,0,2,0.5,-0.5,0,,,,,15.33,0.01,-0.01,0,338.386,3.9865,-3.9865
93,CoRoT-11 b,CoRoT-11,1,1,0,0,Transit,2.99433,0.000011,-0.000011,0,0.0436,0.005,-0.005,0,0.0666,,,0,16.03,0.34,-0.34,0,740.51,108.06,-108.06,0,0.99,0.15,-0.15,0,0,,,0,2454597.679,0.0003,-0.0003,0,2.5009,0.0144,-0.0144,0,0.107,0.0005,-0.0005,0,,,,,1.37,0.03,-0.03,0,1.27,0.05,-0.05,0,4.22,0.23,-0.23,0,0.69,0.02,-0.02,0,40,5,-5,0,,,,,-1.34,0.04,-0.04,0,655.037,24.947,-23.209
94,CoRoT-12 b,CoRoT-12,1,1,0,0,Transit,2.828042,0.000013,-0.000013,0,0.04016,0.00093,-0.00092,0,0.0357,,,0,16.14,1.46,-1.46,0,291.438,22.247,-20.658,0,0.411,0.129,-0.094,0,0.07,0.063,-0.042,0,2454398.627,0.00036,-0.00036,0,2.57424,0.02136,-0.0216,0,0.1314,0.0015,-0.0015,0,,,,,1.12,0.1,-0.09,0,1.08,0.08,-0.07,0,4.38,0.07,-0.06,0,1.08,0.28,-0.21,0,1,1,-1,0,,,,,,,,,1126.37,55.745,-55.745
95,CoRoT-13 b,CoRoT-13,1,1,0,0,Transit,4.03519,0.00003,-0.00003,0,0.051,0.0031,-0.0031,0,0.0444,,,0,9.92,0.157,-0.157,0,415.704,20.976,-20.976,0,2.34,0.23,-0.23,0,0,,,0,2454790.809,0.0006,-0.0006,0,3.14,0.01,-0.01,0,0.0909,0.0014,-0.0014,0,,,,,1.01,0.03,-0.03,0,1.09,0.02,-0.02,0,4.46,0.05,-0.05,0,1.468,0.131,-0.131,0,4,1,-1,0,,,,,22.45,0.01,-0.01,0,1148.93,62.12,-56.15
96,CoRoT-14 b,CoRoT-14,1,1,0,0,Transit,1.51214,0.00013,-0.00013,0,0.027,0.002,-0.002,0,0.0155,,,0,12.22,0.78,-0.78,0,2415.4,190.7,-190.7,0,7.3,1.5,-1.5,0,0,,,0,2454787.669,0.0053,-0.0053,0,1.662,0.044,-0.044,0,0.0925,0.0019,-0.0019,0,,,,,1.21,0.08,-0.08,0,1.13,0.09,-0.09,0,4.35,0.15,-0.15,0,0.91,0.17,-0.17,0,9,0.5,-0.5,0,,,,,,,,,1744.6,173.03,-144.9
97,CoRoT-16 b,CoRoT-16,1,1,0,0,Transit,5.35227,0.0002,-0.0002,0,0.0618,0.0015,-0.0015,0,0.0844,,,0,13.11,1.79,-1.57,0,170.032,27.014,-26.379,0,0.44,0.21,-0.14,0,0.33,0.09,-0.1,0,2454923.914,0.0021,-0.0022,0,2.39,0.09,-0.09,0,0.101,0.0046,-0.0046,0,,,,,1.19,0.14,-0.13,0,1.1,0.08,-0.08,0,4.36,0.1,-0.1,0,0.93,0.33,-0.24,0,1,,,1,,,,,,,,,732.409,35.344,-32.282
98,CoRoT-17 b,CoRoT-17,1,1,0,0,Transit,3.7681,0.0003,-0.0003,0,0.0461,0.0008,-0.0008,0,0.0392,,,0,11.43,0.78,-0.78,0,772.29,95.34,-95.34,0,2.82,0.38,-0.38,0,0,,,0,2454923.309,0.0036,-0.0036,0,4.72001,0,0,0,,,,,,,,,1.59,0.07,-0.07,0,1.04,0.1,-0.1,0,4.4,0.1,-0.1,0,0.32,0.03,-0.03,0,4.5,0.5,-0.5,0,,,,,54.77,0.01,-0.01,0,1176.12,57.17,-52.19
99,CoRoT-18 b,CoRoT-18,1,1,0,0,Transit,1.9000693,0.0000028,-0.0000028,0,0.0295,0.0016,-0.0016,0,0.0386,,,0,14.68,2.02,-2.02,0,1102.82,120.77,-120.77,0,2.2,0.8,-0.8,0,0.08,,,1,2455321.724,0.00018,-0.00018,0,2.387,0.038,-0.038,0,0.1341,0.0019,-0.0019,0,20,20,-20,0,1,0.13,-0.13,0,0.95,0.15,-0.15,0,4.4,0.1,-0.1,0,1.35,0.25,-0.25,0,8,1,-1,0,5.4,0.4,-0.4,0,29.55,0.02,-0.02,0,764.889,27.614,-25.784
100,CoRoT-19 b,CoRoT-19,1,1,0,0,Transit,3.89713,0.00002,-0.00002,0,0.0518,0.0008,-0.0008,0,0.0655,,,0,14.46,0.34,-0.34,0,352.78,19.07,-19.07,0,0.71,0.06,-0.06,0,0.047,0.045,-0.045,0,2455257.441,0.0006,-0.0006,0,4.7,0.1,-0.1,0,0.0786,0.0004,-0.0004,0,,,,,1.65,0.04,-0.04,0,1.21,0.05,-0.05,0,4.07,0.03,-0.03,0,0.38,0.03,-0.03,0,6,1,-1,0,,,,,24.16,0.09,-0.09,0,790.663,26.737,-25.071
101,CoRoT-2 b,CoRoT-2,2,1,0,0,Transit,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.131,,,0,16.432,0.471,-0.493,0,1102.82,69.92,-69.92,0,1.47,0.08,-0.074,0,0.0143,0.0077,-0.0076,0,2454237.536,0.0002,-0.00021,0,2.26704,0.00264,-0.0024,0,0.1667,0.0006,-0.0006,0,,,,,0.91,0.03,-0.03,0,0.96,0.08,-0.08,0,4.53,0.02,-0.02,0,1.814,0.049,-0.046,0,10.87,0.32,-0.32,0,4.52,0.02,-0.02,0,23.25,0.01,-0.01,0,213.283,2.485,-2.43
102,CoRoT-20 b,CoRoT-20,1,2,0,0,Transit,9.24285,0.0003,-0.0003,0,0.09,0.002,-0.002,0,0.107,,,0,9.416,0.448,-0.448,0,1366.669,63.566,-63.566,0,8.87,1.1,-1.1,0,0.59,0.02,-0.02,0,2455266,0.0014,-0.0014,0,2.2248,0.0456,-0.0456,0,0.0842,0.0017,-0.0017,0,,,,,1.02,0.05,-0.05,0,1.14,0.08,-0.08,0,4.35,0.11,-0.14,0,1.51,0.15,-0.17,0,4.5,1,-1,0,,,,,60.62,0.01,-0.01,0,844.061,24.171,-22.883
103,CoRoT-20 c,CoRoT-20,1,2,0,0,Radial Velocity,1675,19,-17,0,2.9,0.07,-0.07,0,3.44,,,0,12.2,,,0,5403.11,317.83,-317.83,0,16.4,,,0,0.6,0.03,-0.03,0,,,,,,,,,,,,,,,,,1.37,0.03,-0.04,0,1.14,0.08,-0.08,0,4.35,0.11,-0.14,0,1.51,0.15,-0.17,0,4.5,1,-1,0,,,,,60.62,0.01,-0.01,0,844.061,24.171,-22.883
104,CoRoT-21 b,CoRoT-21,1,1,0,0,Transit,2.72474,0.00014,-0.00014,0,0.0417,0.0011,-0.0011,0,0.0298,,,0,14.572,1.569,-1.569,0,718.2958,98.5273,-98.5273,0,1.36,0.48,-0.48,0,0,,,0,2454399.028,0.0009,-0.0009,0,4.76,,,0,0.067,0.0018,-0.0018,0,,,,,1.95,0.21,-0.21,0,1.29,0.09,-0.09,0,3.7,0.1,-0.1,0,0.255,0.084,-0.084,0,11,1,-1,0,,,,,101,,,0,1398.834197,286.4501849,-286.4501849
105,CoRoT-22 b,CoRoT-22,1,1,0,0,Transit,9.75598,0.00011,-0.00011,0,0.092,0.0014,-0.0014,0,0.147,,,0,4.88,0.17,-0.39,0,12.2,14,-8.8,0,0.249,1,-0.097,0,0.077,0.3,-0.042,0,2454598.42,0.00099,-0.00051,0,4.492,0.039,-0.039,0,0.03927,0.0006,-0.00037,0,,,,,1.14,0.04,-0.09,0,1.1,0.05,-0.05,0,4.36,0.07,-0.03,0,1.027,0.268,-0.1,0,4,1.5,-1.5,0,,,,,,,,,627.158,11.187,-10.808
106,CoRoT-23 b,CoRoT-23,1,1,0,0,Transit,3.6313,0.0001,-0.0001,0,0.048,0.004,-0.004,0,0.0452,,,0,11.77,1.46,-1.46,0,889.9,95.3,-95.3,0,3,1.1,-1.1,0,0.16,0.02,-0.02,0,2455308.939,0.001,-0.001,0,3.888,0.054,-0.054,0,0.0671,0.001,-0.001,0,,,,,1.61,0.18,-0.18,0,1.14,0.08,-0.08,0,4.3,0.2,-0.2,0,0.5,0.15,-0.15,0,9,1,-1,0,,,,,-35.18,0,0,0,1060.97,45.47,-41.94
107,CoRoT-24 b,CoRoT-24,1,2,0,0,Transit,5.1134,0.0006,-0.0006,0,0.056,0.002,-0.002,0,0.0947,,,0,3.7,0.4,-0.4,0,5.7,,,1,0.9,,,1,0,,,0,2454789.611,0.006,-0.006,0,2.85,0.25,-0.25,0,0.037,0.0021,-0.0021,0,,,,,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,4.55,0.15,-0.15,0,1.94863,,,0,2,1,-1.5,0,,,,,51.37,,,0,591.555,16.043,-15.232
108,CoRoT-24 c,CoRoT-24,1,2,0,0,Transit,11.759,0.0063,-0.0063,0,0.098,0.003,-0.003,0,0.166,,,0,5,0.5,-0.5,0,28,11,-11,0,1.3,0.5,-0.4,0,0,,,0,2454795.38,0.0265,-0.0265,0,4.8,0.2,-0.2,0,0.05,0.001,-0.001,0,,,,,0.86,0.09,-0.09,0,0.91,0.09,-0.09,0,4.55,0.15,-0.15,0,1.94863,,,0,2,1,-1.5,0,,,,,51.37,,,0,591.555,16.043,-15.232
109,CoRoT-25 b,CoRoT-25,1,1,0,0,Transit,4.86069,0.00006,-0.00006,0,0.0578,0.002,-0.0009,0,0.0524,,,0,12.11,3.4,-1.12,0,85.81,12.71,-12.71,0,0.15,0.15,-0.06,0,0,,,0,2454576.216,0.0008,-0.0008,0,1.92,0.06,-0.07,0,0.085,0.026,-0.002,0,,,,,1.19,0.14,-0.03,0,1.09,0.11,-0.05,0,4.31,0.05,-0.08,0,0.64637,,,0,4.3,0.5,-0.5,0,,,,,-15.42,0,-0.01,0,1103.48,44.28,-41.05
110,CoRoT-26 b,CoRoT-26,1,1,0,0,Transit,4.20474,0.00005,-0.00005,0,0.0526,0.001,-0.001,0,0.0503,,,0,14.12,1.46,-0.78,0,165.26,15.89,-15.89,0,0.28,0.09,-0.07,0,0,,,0,2454573.63,0.0008,-0.0008,0,5.47,0.06,-0.04,0,0.0718,0.001,-0.001,0,,,,,1.79,0.18,-0.09,0,1.09,0.06,-0.06,0,3.99,0.05,-0.08,0,,,,,2,1,-1,0,,,,,15.51,0.01,-0.01,0,1045.18,,
111,CoRoT-27 b,CoRoT-27,1,1,0,0,Transit,3.57532,0.00006,-0.00006,0,0.0476,0.0066,-0.0066,0,0.0471,,,0,11.287,0.493,-0.493,0,3302.11,174.8,-174.8,0,12.6,1.92,-1.67,0,0.065,,,1,2455748.684,0.001,-0.001,0,2.77,0.06,-0.06,0,0.099,0.002,-0.002,0,,,,,1.08,0.18,-0.06,0,1.05,0.11,-0.11,0,4.4,0.1,-0.1,0,1.24,0.42,-0.26,0,4,1,-1,0,,,,,-4.09,0.02,-0.02,0,1010.28,69.26,-61.036
