loc_rowid,pl_name,hostname,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_angsep,pl_angseperr1,pl_angseperr2,pl_angseplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_dist,sy_disterr1,sy_disterr2
5125,TOI-1853 b,TOI-1853,1,1,0,0,Transit,1.2436258,0.0000015,-0.0000015,0,0.0213,0.0005,-0.0005,0,0.129,,,0,3.46,0.08,-0.08,0,73.2,2.7,-2.7,0,9.74,0.82,-0.76,0,0.03,,,1,2459690.742,0.0006,-0.0006,0,1.19,0.03,-0.03,0,,,,,,,,,0.81,0.01,-0.01,0,0.84,0.04,-0.04,0,4.49,0.11,-0.11,0,1.95286,0.46805,-0.43337,0,1.3,0.9,-0.9,0,,,,,,,,,165.105,1.006,-0.994
5126,TOI-1859 b,TOI-1859,1,1,0,0,Transit,63.48347,0.0001,-0.0001,0,0.337,0.044,-0.036,0,1.5,,,0,9.752,0.785,-0.785,0,68.6,,,0,0.406,,,0,0.57,0.12,-0.16,0,2458662.656,0.0014,-0.0014,0,4.898,1.397,-1.397,0,0.066,0.0004,-0.0005,0,,,,,1.36,0.1,-0.12,0,1.29,0.06,-0.06,0,4.29,0.07,-0.07,0,0.73,0.2,-0.16,0,12.49,0.33,-0.33,0,,,,,,,,,224.385,1.173,-1.161
5127,TOI-1860 b,TOI-1860,1,1,0,0,Transit,1.0662107,0.0000014,-0.0000014,0,0.0204,0.0002,-0.0002,0,0.445,,,0,1.31,0.04,-0.04,0,2.27,,,0,5.55,,,0,,,,,2458683.604,0.0003,-0.0003,0,1.142,0.138,-0.138,0,,,,,,,,,0.94,0.02,-0.02,0,0.99,0.03,-0.03,0,4.58,0.1,-0.1,0,1.77112,0.30594,-0.37649,0,,,,,4.43,0.06,-0.06,0,,,,,45.864,0.0648,-0.0645
5128,TOI-1899 b,TOI-1899,1,1,0,0,Transit,29.090312,0.000036,-0.000035,0,0.1525,0.0065,-0.006,0,1.19,,,0,11.097,0.336,-0.336,0,212.94503,12.71314,-12.71314,0,0.85,0.1,-0.1,0,0.044,0.029,-0.027,0,2458711.959,0.001116,-0.001105,0,4.7,0.04,-0.04,0,0.168,0.003,-0.003,0,,,,,0.61,0.02,-0.02,0,0.63,0.03,-0.03,0,4.67,0.02,-0.02,0,3.98,0.29,-0.27,0,2,,,1,,,,,-28.95,0.07,-0.07,0,128.438,0.25,-0.25
5129,TOI-1937 A b,TOI-1937 A,2,1,0,0,Transit,0.94667944,0.00000047,-0.00000047,0,0.01932,0.00035,-0.00039,0,0.0465,,,0,13.978,0.661,-0.695,0,638.8351,54.03083,-50.85255,0,1.28,0.21,-0.17,0,0,,,0,2459085.91,0.00012,-0.00012,0,1.377,0.014,-0.014,0,,,,,,,,,1.08,0.03,-0.02,0,1.07,0.06,-0.06,0,4.4,0.03,-0.03,0,1.198,0.09,-0.092,0,,,,,,,,,,,,,415.135,2.929,-2.889
5130,TOI-198 b,TOI-198,1,1,0,0,Transit,10.2152,0.00006,-0.00006,0,0.1,0.006,-0.006,0,4.21,,,0,1.44,0.08,-0.08,0,2.67,,,0,4.91,,,0,,,,,2459480.048,0.0004,-0.0004,0,1.631,0.155,-0.155,0,0.0299,0.0022,-0.0022,0,,,,,0.44,0.02,-0.02,0,0.47,0.02,-0.02,0,4.75,0.25,-0.25,0,6.98802,0.30464,-0.30464,0,,,,,45.4,5.3,-5.3,0,,,,,23.7262,0.02655,-0.02655
5131,TOI-199 b,TOI-199,1,2,0,0,Transit,104.854,0.001,-0.002,0,0.4254,0.002,-0.002,0,4.16,,,0,9.079,0.056,-0.056,0,54.03083,6.35657,-6.35657,0,0.397,,,0,0.09,0.01,-0.02,0,2458256.129,0.0006,-0.0006,0,6.554,0.174,-0.174,0,,,,,,,,,0.82,0,0,0,0.94,0,-0.01,0,4.58,0,-0.01,0,2.39,0.02,-0.04,0,0.5,0.6,-0.6,0,,,,,,,,,102.27,0.191,-0.19
5132,TOI-199 c,TOI-199,1,2,0,0,Transit Timing Variations,273.69,0.26,-0.22,0,0.807,0.003,-0.003,0,7.89,,,0,11.4,,,0,88.99195,6.35657,-3.17828,0,0.33,,,0,0.096,0.008,-0.009,0,,,,,,,,,,,,,,,,,0.82,0,0,0,0.94,0,-0.01,0,4.58,0,-0.01,0,2.39,0.02,-0.04,0,0.5,0.6,-0.6,0,,,,,,,,,102.27,0.191,-0.19
5133,TOI-1994 b,TOI-1994,1,1,0,0,Transit,4.0337142,0.0000051,-0.0000051,0,0.0613,0.0019,-0.0019,0,0.119,,,0,13.675,0.919,-0.796,0,7024.00779,826.35386,-794.57102,0,15,3.9,-3.2,0,0.341,0.054,-0.059,0,2458854.373,0.00056,-0.00064,0,4.044,0.05,-0.047,0,0.05449,0.0012,-0.00084,0,,,,,2.3,0.13,-0.12,0,1.86,0.18,-0.17,0,3.98,0.07,-0.07,0,0.215,0.047,-0.038,0,,,,,,,,,,,,,515.603,9.199,-8.889
5134,TOI-2000 b,TOI-2000,1,2,0,0,Transit,3.09833,0.000021,-0.000019,0,0.04271,0.00076,-0.00067,0,0.243,,,0,2.7,0.15,-0.15,0,11,2.4,-2.4,0,3.07,0.94,-0.78,0,0,,,0,2458855.244,0.0022,-0.0021,0,1.959,0.209,-0.098,0,0.02182,0.00089,-0.00097,0,,,,,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,4.36,0.03,-0.03,0,1.047,0.114,-0.1,0,2.99,0.2,-0.2,0,,,,,,,,,175.713,0.76,-0.754
5135,TOI-2000 c,TOI-2000,1,2,0,0,Transit,9.127055,0.0000073,-0.0000072,0,0.0878,0.0016,-0.0014,0,0.5,,,0,8.14,0.31,-0.3,0,81.7,4.7,-4.6,0,0.829,0.111,-0.096,0,0.063,0.023,-0.022,0,2459110.066,0.00027,-0.00028,0,3.654,0.03,-0.028,0,0.06581,0.00068,-0.00068,0,,,,,1.13,0.04,-0.04,0,1.08,0.06,-0.05,0,4.36,0.03,-0.03,0,1.047,0.114,-0.1,0,2.99,0.2,-0.2,0,,,,,,,,,175.713,0.76,-0.754
5136,TOI-201 b,TOI-201,1,1,0,0,Transit,52.97818,0.00004,-0.00004,0,0.3,0.02,-0.03,0,2.64,,,0,11.299,0.135,-0.168,0,133.4886,15.8915,-9.5349,0,0.509,,,0,0.28,0.06,-0.09,0,2458376.052,0.0003,-0.0003,0,4.7965246,0.0170034,-0.0170034,0,0.0789,0.0013,-0.0013,0,,,,,1.32,0.01,-0.01,0,1.32,0.03,-0.03,0,4.32,0.01,-0.01,0,0.81,0.03,-0.03,0,9.52,0.278,-0.278,0,,,,,17.29,0.42,-0.42,0,113.825,0.347,-0.345
5137,TOI-2010 b,TOI-2010,1,1,0,0,Transit,141.834025,0.000065,-0.000066,0,0.5516,0.0078,-0.0093,0,5.05,,,0,11.814,0.303,-0.303,0,408.72733,17.48056,-18.11622,0,1.36,0.11,-0.1,0,0.212,0.022,-0.021,0,2458712.302,0.00042,-0.00041,0,8.681,0.029,-0.024,0,0.10035,0.00043,-0.00037,0,,,,,1.08,0.03,-0.03,0,1.11,0.05,-0.06,0,4.42,0.02,-0.03,0,1.243,0.087,-0.086,0,,,,,,,,,,,,,109.19,0.322,-0.32
5138,TOI-2015 b,TOI-2015,1,1,0,0,Transit,3.348968,0.000004,-0.000004,0,0.0301,0.0013,-0.0012,0,0.636,,,0,3.39,0.14,-0.13,0,16.4,4.1,-4.1,0,2.32,0.38,-0.37,0,0,,,0,2458956.023,0.0009,-0.0009,0,1.11,0.024,-0.024,0,0.0933,0.002,-0.002,0,,,,,0.33,0.01,-0.01,0,0.34,0.02,-0.03,0,4.95,0.04,-0.04,0,12.98,1.1,-0.97,0,3.2,0.6,-0.6,0,8.7,0.9,-0.9,0,-32.04,0.17,-0.17,0,47.3444,0.1133,-0.1126
5139,TOI-2018 b,TOI-2018,1,1,0,0,Transit,7.435583,0.000022,-0.000022,0,,,,,,,,,2.268,0.069,-0.069,0,9.2,2.1,-2.1,0,4.33,,,0,0,,,0,2458958.258,0.0013,-0.0013,0,2.36,0.09,-0.09,0,0.0335,0.001,-0.001,0,,,,,0.62,0.01,-0.01,0,0.57,0.02,-0.02,0,4.62,0.02,-0.03,0,3.2285,0.31016,-0.31016,0,2,,,1,23.5,1,-1,0,,,,,27.9956,0.0214,-0.0213
5140,TOI-2025 b,TOI-2025,1,1,0,0,Transit,8.8720982,0.0000077,-0.0000077,0,0.0892,0.0018,-0.0023,0,0.265,,,0,11.893,0.37,-0.347,0,1144.18227,104.88337,-104.88337,0,3.74,0.51,-0.46,0,0.394,0.035,-0.038,0,2459089.533,0.00025,-0.00025,0,3.601,0.024,-0.02,0,0.07469,0.00052,-0.00044,0,,,,,1.46,0.04,-0.04,0,1.2,0.07,-0.09,0,4.19,0.04,-0.04,0,0.542,0.062,-0.058,0,6,0.3,-0.3,0,13.2,0.7,-0.7,0,,,,,335.985,2.434,-2.4
5141,TOI-2046 b,TOI-2046,1,1,0,0,Transit,1.4971842,0.0000031,-0.0000033,0,,,,,,,,,16.141,1.233,-1.233,0,731.00534,88.99195,-88.99195,0,0.955,,,0,,,,,2457792.277,0.0024,-0.0022,0,2.41,0.032,-0.03,0,0.1213,0.0017,-0.0021,0,,,,,1.21,0.07,-0.07,0,1.13,0.19,-0.19,0,4.3,0.15,-0.15,0,0.89,0.098,-0.098,0,9.8,1.6,-1.6,0,3.97,0.02,-0.02,0,,,,,289.668,2.225,-2.191
5142,TOI-2048 b,TOI-2048,1,1,0,0,Transit,13.79019,0.00065,-0.00084,0,,,,,,,,,2.61,0.17,-0.16,0,7.32,,,0,2.26,,,0,0.13,0.18,-0.09,0,2458739.117,0.012,-0.0087,0,3.301,0.481,-0.481,0,0.0239,0.0016,-0.0015,0,,,,,0.79,0.04,-0.04,0,0.83,0.03,-0.03,0,4.6,0.08,-0.08,0,2.38,0.35,-0.36,0,4.8,0.7,-0.7,0,7.97,0.08,-0.19,0,-7.6,0.1,-0.1,0,116.567,0.292,-0.29
5143,TOI-206 b,TOI-206,1,1,0,0,Transit,0.7363104,0.0000003,-0.0000003,0,0.0112,0.0001,-0.0001,0,0.235,,,0,1.3,0.05,-0.05,0,2.24,,,0,5.6,,,0,,,,,2458325.543,0.0004,-0.0004,0,0.6736853,0.062197,-0.062197,0,,,,,,,,,0.35,0.01,-0.01,0,0.35,0.01,-0.01,0,4.89,0.03,-0.03,0,10.89588,0.32422,-0.32422,0,,,,,,,,,,,,,47.7465,0.11,-0.1095
5144,TOI-2068 b,TOI-2068,1,1,0,0,Transit,7.768915,0.000025,-0.000037,0,0.0632,0.0011,-0.0011,0,1.19,,,0,1.821,0.162,-0.149,0,3.97,,,0,3.61,,,0,,,,,2458683.426,0.0028,-0.0025,0,2.06,0.86,-0.65,0,0.031,0.002,-0.002,0,,,,,0.54,0.02,-0.02,0,0.56,0.03,-0.03,0,4.73,0.03,-0.03,0,5.15,0.55,-0.5,0,,,,,,,,,,,,,52.9328,0.0586,-0.0586
5145,TOI-2076 b,TOI-2076,1,3,0,0,Transit,10.35509,0.0002,-0.00014,0,0.0682,0.0013,-0.0013,0,1.63,,,0,2.518,0.036,-0.036,0,6.89,,,0,2.37,,,0,,,,,2458940.48,0.0011,-0.0011,0,3.251,0.03,-0.03,0,0.02998,0.00035,-0.00035,0,,,,,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,4.45,0.12,-0.12,0,2.244,0.058,-0.058,0,,,,,6.84,0.58,-0.58,0,,,,,41.9091,0.0528,-0.0526
5146,TOI-2076 c,TOI-2076,1,3,0,0,Transit,21.01538,0.00084,-0.00074,0,0.1093,0.0021,-0.0021,0,2.61,,,0,3.497,0.043,-0.043,0,12,,,0,1.54,,,0,,,,,2459274.084,0.0008,-0.0008,0,4.186,0.029,-0.029,0,0.04164,0.0004,-0.0004,0,,,,,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,4.45,0.12,-0.12,0,2.244,0.058,-0.058,0,,,,,6.84,0.58,-0.58,0,,,,,41.9091,0.0528,-0.0526
5147,TOI-2076 d,TOI-2076,1,3,0,0,Transit,35.12537,0.00067,-0.00067,0,0.1539,0.0029,-0.0029,0,3.67,,,0,3.232,0.063,-0.063,0,10.5,,,0,1.71,,,0,,,,,2458938.292,0.0014,-0.0014,0,3.046,0.047,-0.047,0,0.03848,0.00069,-0.00069,0,,,,,0.77,0.01,-0.01,0,0.82,0.04,-0.04,0,4.45,0.12,-0.12,0,2.244,0.058,-0.058,0,,,,,6.84,0.58,-0.58,0,,,,,41.9091,0.0528,-0.0526
5148,TOI-2081 b,TOI-2081,1,1,0,0,Transit,10.50534,0.00007,-0.00008,0,0.0752,0.0047,-0.0119,0,1.21,,,0,2.04,0.5,-0.54,0,4.82,,,0,3.12,,,0,,,,,2458685.9,0.0029,-0.0028,0,2.4850401,0.2296827,-0.2296827,0,0.0396,0.0039,-0.0024,0,,,,,0.53,0.08,-0.08,0,0.54,0.08,-0.08,0,4.5,,,-1,5.28025,0.26193,-0.26193,0,,,,,,,,,,,,,62.3446,0.08335,-0.08335
5149,TOI-2084 b,TOI-2084,2,1,0,0,Transit,6.0784247,0.0000096,-0.0000096,0,0.05006,0.00103,-0.00103,0,0.437,,,0,2.47,0.13,-0.13,0,6.66,,,0,2.43,,,0,,,,,2458741.073,0.00065,-0.00065,0,2.03,0.03,-0.03,0,,,,,,,,,0.48,0.01,-0.01,0,0.45,0.03,-0.03,0,4.75,0.05,-0.05,0,5.96357,0.23967,-0.22557,0,,,,,,,,,,,,,114.549,0.342,-0.339
5150,TOI-2095 b,TOI-2095,1,2,0,0,Transit,17.66484,0.00007,-0.00007,0,0.101,0.005,-0.005,0,2.41,,,0,1.25,0.07,-0.07,0,4.1,,,1,,,,,0,,,0,2459240.412,0.0016,-0.0016,0,2.61,0.369,-0.369,0,0.026,0.001,-0.001,0,,,,,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,5.11,0.12,-0.12,0,7.23,0.22,-0.22,0,,,,,40,0.2,-0.4,0,-19.94,0.52,-0.52,0,41.9176,0.05,-0.05
5151,TOI-2095 c,TOI-2095,1,2,0,0,Transit,28.17232,0.00014,-0.00014,0,0.137,0.006,-0.006,0,3.27,,,0,1.33,0.08,-0.08,0,7.4,,,1,,,,,0,,,0,2459239.563,0.0024,-0.0024,0,3.12,0.39,-0.54,0,0.0277,0.0011,-0.0011,0,,,,,0.44,0.02,-0.02,0,0.44,0.02,-0.02,0,5.11,0.12,-0.12,0,7.23,0.22,-0.22,0,,,,,40,0.2,-0.4,0,-19.94,0.52,-0.52,0,41.9176,0.05,-0.05
5152,TOI-2096 b,TOI-2096,1,2,0,0,Transit,3.1190633,0.00001,-0.0000093,0,0.025,0.001,-0.001,0,0.516,,,0,1.243,0.077,-0.072,0,2.08,,,0,5.95,,,0,0.15,0.27,-0.12,0,2459146.459,0.00037,-0.00041,0,1.072,0.024,-0.021,0,0.0485,0.0018,-0.0017,0,,,,,0.24,0.01,-0.01,0,0.23,0.01,-0.01,0,5.05,0.05,-0.05,0,23.9,3.3,-3.3,0,,,,,,,,,,,,,48.4809,0.0982,-0.0978
5153,TOI-2096 c,TOI-2096,1,2,0,0,Transit,6.38784,0.000012,-0.000012,0,0.04,0.002,-0.002,0,0.825,,,0,1.914,0.095,-0.095,0,4.32,,,0,3.39,,,0,0.1,0.17,-0.06,0,2459147.46,0.00034,-0.00034,0,1.354,0.018,-0.016,0,0.0747,0.0012,-0.0011,0,,,,,0.24,0.01,-0.01,0,0.23,0.01,-0.01,0,5.05,0.05,-0.05,0,23.9,3.3,-3.3,0,,,,,,,,,,,,,48.4809,0.0982,-0.0978
5154,TOI-2109 b,TOI-2109,1,1,0,0,Transit,0.67247414,0.00000003,-0.00000028,0,0.01791,0.00065,-0.00065,0,0.0683,,,0,15.098,0.527,-0.527,0,1595.4986,238.37131,-238.37131,0,2.55,,,0,,,,,2459378.459,0.000059,-0.000059,0,1.801,0.125,-0.125,0,0.08155,0.00022,-0.00022,0,,,,,1.7,0.06,-0.06,0,1.45,0.07,-0.07,0,4.14,0.04,-0.05,0,0.417,0.056,-0.053,0,81.2,1.6,-1.6,0,,,,,,,,,262.041,2.753,-2.698
5155,TOI-2120 b,TOI-2120,1,1,0,0,Transit,5.7998164,0.0000035,-0.0000035,0,0.0377,0.0013,-0.0013,0,1.17,,,0,2.122,0.065,-0.065,0,6.8,,,1,20.6,1.7,-1.5,0,0.32,0.08,-0.08,0,2458795.824,0.00041,-0.00041,0,1.014374,0.1012109,-0.1012109,0,0.0796,0.0014,-0.0014,0,,,,,0.25,0.01,-0.01,0,0.21,0.01,-0.01,0,4.99,0.02,-0.02,0,20.3,1.7,-1.5,0,,,,,,,,,20.9,0.1,-0.1,0,32.1755,0.0529,-0.0528
5156,TOI-2134 b,TOI-2134,1,2,0,0,Transit,9.2292005,0.0000063,-0.0000063,0,0.078,0.0009,-0.0009,0,3.45,,,0,2.69,0.16,-0.16,0,9.13,0.78,-0.76,0,2.607,0.516,-0.516,0,0.06,0.03,-0.04,0,2459407.545,0.00027,-0.00027,0,2.995,0.047,-0.047,0,0.03475,0.00038,-0.00038,0,,,,,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,4.8,0.3,-0.3,0,2.94654,0.14098,-0.14098,0,0.78,0.09,-0.09,0,45.78,5.56,-5.31,0,,,,,22.6202,0.016,-0.0159
5157,TOI-2134 c,TOI-2134,1,2,0,0,Transit,95.5,0.36,-0.25,0,0.371,0.004,-0.004,0,16.4,,,0,7.27,0.42,-0.42,0,41.89,7.69,-7.83,0,0.599,0.152,-0.152,0,0.67,0.05,-0.06,0,2459718.969,0.0002,-0.0002,0,5.267,0.028,-0.028,0,0.09404,0.00078,-0.00078,0,,,,,0.71,0.02,-0.02,0,0.74,0.03,-0.03,0,4.8,0.3,-0.3,0,2.94654,0.14098,-0.14098,0,0.78,0.09,-0.09,0,45.78,5.56,-5.31,0,,,,,22.6202,0.016,-0.0159
5158,TOI-2136 b,TOI-2136,1,1,0,0,Transit,7.851928,0.000018,-0.000016,0,0.057,0.006,-0.006,0,1.71,,,0,2.19,0.17,-0.17,0,6.37,2.45,-2.29,0,3.34,2.55,-1.63,0,0,,,0,2459017.704,0.0009,-0.0007,0,1.66,0.02,-0.02,0,0.0591,0.001,-0.0009,0,,,,,0.34,0.02,-0.02,0,0.34,0.02,-0.02,0,4.91,0.03,-0.03,0,12.2,2.53,-2.53,0,2,,,1,75,5,-5,0,-28.8,6,-6,0,33.3631,0.06425,-0.06425
5159,TOI-2141 b,TOI-2141,1,1,0,0,Transit,18.26157,0.00006,-0.00006,0,0.133,0.0009,-0.0009,0,1.71,,,0,3.05,0.23,-0.23,0,24,4,-4,0,4.6,1.3,-1.3,0,0.21,,,1,2458992.503,0.0017,-0.0017,0,4.9,0.4,-0.4,0,0.0284,0.0012,-0.0012,0,,,,,0.98,0.06,-0.06,0,0.94,0.02,-0.02,0,4.42,0.04,-0.04,0,1.70668,0.30873,-0.43229,0,2.7,0.6,-0.6,0,21,5,-5,0,,,,,77.682,0.2257,-0.2244
5160,TOI-2145 b,TOI-2145,1,1,0,0,Transit,10.26075,0.00083,-0.00082,0,0.1108,0.0012,-0.0016,0,0.493,,,0,11.982,0.325,-0.314,0,1671.77742,120.77479,-117.59651,0,5.34,0.59,-0.54,0,0.208,0.034,-0.047,0,2459023.542,0.00071,-0.0007,0,7.447,0.05,-0.046,0,0.03996,0.00044,-0.0004,0,,,,,2.75,0.07,-0.06,0,1.72,0.06,-0.07,0,3.79,0.02,-0.03,0,0.1161,0.009,-0.0091,0,,,,,,,,,,,,,224.731,1.102,-1.092
5161,TOI-2152 A b,TOI-2152,3,1,0,0,Transit,3.3773512,0.000006,-0.0000061,0,0.05064,0.00093,-0.0011,0,0.167,,,0,14.359,0.56,-0.516,0,899.45439,120.77479,-117.59651,0,1.67,0.31,-0.29,0,0.057,0.068,-0.04,0,2458927.65,0.00023,-0.00023,0,3.715,0.041,-0.038,0,0.0816,0.0012,-0.0012,0,,,,,1.61,0.06,-0.05,0,1.52,0.09,-0.1,0,4.21,0.04,-0.05,0,0.511,0.062,-0.066,0,,,,,,,,,,,,,303.006,3.11,-3.049
5162,TOI-2154 b,TOI-2154,1,1,0,0,Transit,3.8240801,0.0000025,-0.0000025,0,0.0513,0.0011,-0.0013,0,0.173,,,0,16.287,0.594,-0.538,0,292.40213,60.3874,-57.20911,0,0.37,0.092,-0.081,0,0.117,0.1,-0.079,0,2459148.602,0.0011,-0.00072,0,2.465,0.024,-0.024,0,0.10693,0.00095,-0.0009,0,,,,,1.4,0.05,-0.04,0,1.23,0.08,-0.09,0,4.24,0.04,-0.05,0,0.639,0.083,-0.087,0,,,,,,,,,,,,,296.46,2.174,-2.143
5163,TOI-2158 b,TOI-2158,1,1,0,0,Transit,8.60077,0.00003,-0.00003,0,0.075,0.004,-0.004,0,0.378,,,0,10.761,0.135,-0.135,0,260.61929,25.42627,-25.42627,0,1.14,0.12,-0.12,0,0.07,,,1,2459018.923,0.001,-0.0011,0,3.77,0.05,-0.06,0,0.07,0.0009,-0.0009,0,,,,,1.41,0.03,-0.03,0,1.12,0.12,-0.12,0,4.19,0.05,-0.05,0,0.56,0.07,-0.07,0,3.7,0.5,-0.5,0,19,3,-3,0,,,,,198.473,1.403,-1.383
5164,TOI-216.01,TOI-216,1,2,0,0,Transit,34.525528,,,0,0.2069,0.0107,-0.0082,0,1.16,,,0,10.1,0.2,-0.2,0,177.98391,6.35657,-6.35657,0,0.76,0.66,-0.38,0,0.0046,0.0027,-0.0012,0,2458331.411,,,0,5.514,0.052,-0.047,0,0.123,0.0008,-0.0006,0,,,,,0.75,0.02,-0.02,0,0.77,0.03,-0.03,0,4.66,0.2,-0.2,0,2.38,0.1,-0.14,0,0.84,0.7,-0.7,0,,,,,36.3,0.95,-0.95,0,177.945,0.883,-0.875
5165,TOI-216.02,TOI-216,1,2,0,0,Transit,17.16073,,,0,0.1293,0.0067,-0.0051,0,0.727,,,0,8,3,-2,0,18.75188,0.63566,-0.63566,0,0.34,0.31,-0.18,0,0.16,0.003,-0.002,0,2458324.591,,,0,2.062,0.068,-0.07,0,0.1,0.03,-0.02,0,,,,,0.75,0.02,-0.02,0,0.77,0.03,-0.03,0,4.66,0.2,-0.2,0,2.38,0.1,-0.14,0,0.84,0.7,-0.7,0,,,,,36.3,0.95,-0.95,0,177.945,0.883,-0.875
5166,TOI-2180 b,TOI-2180,1,1,0,0,Transit,260.79,0.59,-0.58,0,0.828,0.012,-0.012,0,7.1,,,0,11.321,0.247,-0.213,0,875.61726,27.65107,-25.7441,0,3.32,0.14,-0.16,0,0.3683,0.0073,-0.0073,0,2458830.765,0.001,-0.001,0,24.096,0.077,-0.074,0,,,,,,,,,1.64,0.03,-0.03,0,1.11,0.05,-0.05,0,4.06,0.02,-0.02,0,0.359,0.015,-0.016,0,2.2,1,-1,0,,,,,,,,,116.685,0.267,-0.266
5167,TOI-2184 b,TOI-2184,1,1,0,0,Transit,6.90683,0.00009,-0.00009,0,,,,,,,,,11.4,0.572,-0.572,0,206.58846,50.85255,-50.85255,0,0.76,0.2,-0.2,0,0.08,0.07,-0.07,0,2458332.126,0.002,-0.002,0,6.78,0.07,-0.07,0,0.0342,0.0007,-0.0007,0,,,,,2.9,0.14,-0.14,0,1.53,0.12,-0.12,0,3.7,0.05,-0.05,0,0.089,0.014,-0.014,0,7.5,0.5,-0.5,0,,,,,,,,,788.317,13.414,-12.98
5168,TOI-2193 A b,TOI-2193 A,2,1,0,0,Transit,2.1225735,0.0000016,-0.0000016,0,0.03319,0.00052,-0.00051,0,0.0985,,,0,19.84,,,0,298.7587,57.20911,-57.20911,0,0.06,,,0,0,,,0,2459052.421,0.00021,-0.00021,0,1.64688,0.02088,-0.02016,0,,,,,,,,,1.25,0.03,-0.03,0,1.08,0.05,-0.05,0,4.28,0.03,-0.02,0,0.781,0.072,-0.052,0,,,,,,,,,,,,,337.064,2.385,-2.351
5169,TOI-2194 b,TOI-2194,1,1,0,0,Transit,15.337597,0.001585,-0.001616,0,,,,,,,,,1.989,0.131,-0.067,0,4.61,,,0,3.22,,,0,,,,,2459037.368,0.0013,-0.0011,0,2.736,0.665,-0.665,0,0.0263,0.0017,-0.0009,0,,,,,0.69,0.05,-0.05,0,0.74,0.09,-0.09,0,4.7,0.1,-0.1,0,3.16302,0.83989,-0.91865,0,,,,,,,,,,,,,19.5711,0.0377,-0.0376
5170,TOI-2196 b,TOI-2196,1,1,0,0,Transit,1.1947268,0.0000079,-0.0000093,0,0.02234,0.0006,-0.0006,0,0.0859,,,0,3.51,0.15,-0.15,0,26,1.3,-1.3,0,3.31,0.51,-0.43,0,0,,,0,2459036.513,0.0019,-0.0016,0,1.504,0.054,-0.059,0,0.0308,0.0013,-0.0012,0,,,,,1.04,0.02,-0.02,0,1.03,0.04,-0.04,0,4.42,0.04,-0.04,0,1.25,0.09,-0.09,0,2,0.4,-0.4,0,,,,,,,,,259.947,2.036,-2.005
5171,TOI-220 b,TOI-220,1,1,0,0,Transit,10.695264,0.000086,-0.000086,0,0.08911,0.001,-0.001,0,0.982,,,0,3.03,0.15,-0.15,0,13.8,1,-1,0,2.73,0.47,-0.47,0,0.032,0.038,-0.023,0,2458335.902,0.0014,-0.0014,0,2.239,0.055,-0.055,0,0.03235,0.00076,-0.00076,0,,,,,0.86,0.03,-0.03,0,0.83,0.03,-0.03,0,4.37,0.11,-0.11,0,1.84687,0.21147,-0.21147,0,2.9,0.35,-0.35,0,,,,,26.46,0,0,0,90.7402,0.1715,-0.1709
5172,TOI-2202 b,TOI-2202,1,2,0,0,Transit,11.9101,0.0022,-0.0036,0,0.09564,0.00156,-0.00161,0,0.405,,,0,11.321,5.851,-0.897,0,310.83618,20.02319,-18.68831,0,1.18,,,0,0.042,0.0255,-0.0075,0,2459041.912,0.000392,-0.000392,0,3.7520869,0.0470167,-0.0470167,0,0.1261,0.068,-0.0065,0,,,,,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,4.55,0.2,-0.2,0,2.14284,0.59694,-0.44774,0,1.7,0.5,-0.5,0,,,,,,,,,235.933,1.051,-1.041
5173,TOI-2202 c,TOI-2202,1,2,0,0,Transit Timing Variations,24.6744,0.0258,-0.0339,0,0.15544,0.00255,-0.00263,0,0.659,,,0,13.4,,,0,117.27868,32.73633,-26.57045,0,0.268,,,0,0.0622,0.0452,-0.0211,0,,,,,,,,,,,,,,,,,0.79,0.01,-0.01,0,0.82,0.03,-0.02,0,4.55,0.2,-0.2,0,2.14284,0.59694,-0.44774,0,1.7,0.5,-0.5,0,,,,,,,,,235.933,1.051,-1.041
